DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
4/10/2020,4873,195,4863,194,10,1,4809,57545,62354,2323,4,98,-29,1385,220,3390,22,828,117,2
4/9/2020,4678,280,4669,280,9,0,4632,55399,60031,3304,15,94,52,1414,213,3170,42,806,115,5
4/8/2020,4398,205,4389,205,9,0,4345,52382,56727,2636,7,79,-46,1362,244,2957,30,764,110,16
4/7/2020,4193,305,4184,305,9,0,4131,49960,54091,4634,7,72,59,1408,239,2713,43,734,94,7
4/6/2020,3888,228,3879,228,9,0,3814,45643,49457,3647,21,65,-71,1349,278,2474,47,691,87,7
4/5/2020,3660,312,3651,311,9,1,3581,42229,45810,3597,1,44,127,1420,184,2196,46,644,80,10
4/4/2020,3348,201,3340,201,8,0,3253,38960,42213,3560,6,43,-14,1293,209,2012,26,598,70,4
4/3/2020,3147,253,3139,252,8,1,3037,35616,38653,2488,5,37,4,1307,244,1803,42,572,66,16
4/2/2020,2894,270,2887,270,7,0,2798,33367,36165,3886,8,32,37,1303,225,1559,58,530,50,6
4/1/2020,2624,357,2617,357,7,0,2497,29782,32279,3363,1,24,134,1266,222,1334,58,472,44,8
3/31/2020,2267,287,2260,287,7,0,2154,26762,28916,3017,10,23,70,1132,207,1112,46,414,36,8
3/30/2020,1980,439,1973,439,7,0,1845,24054,25899,4738,6,13,226,1062,207,905,83,368,28,6
3/29/2020,1541,102,1534,102,7,0,1422,19739,21161,652,1,7,-47,836,148,698,35,285,22,6
3/28/2020,1439,196,1432,191,7,5,1338,19171,20509,2309,0,6,89,883,107,550,39,250,16,4
3/27/2020,1243,207,1241,207,2,0,1150,17050,18200,2577,3,6,96,794,108,443,42,211,12,2
3/26/2020,1036,167,1034,166,2,1,961,14662,15623,2849,0,3,84,698,83,335,30,169,10,4
3/25/2020,869,157,868,157,1,0,794,11980,12774,2037,1,3,78,614,78,252,35,139,6,1
3/24/2020,712,85,711,85,1,0,663,10074,10737,1119,0,2,30,536,55,174,21,104,5,1
3/23/2020,627,122,626,122,1,0,594,9024,9618,1573,0,2,84,506,38,119,13,83,4,0
3/22/2020,505,133,504,132,1,1,478,7567,8045,1485,1,2,108,422,24,81,27,70,4,1
3/21/2020,372,151,372,151,0,0,390,6170,6560,2090,1,1,121,314,29,57,14,43,3,2
3/20/2020,221,162,221,162,0,0,243,4227,4470,1080,0,0,142,193,20,28,14,29,1,1
3/19/2020,59,30,59,30,0,0,176,3214,3390,832,0,0,22,51,8,8,9,15,0,0
3/18/2020,29,11,29,11,0,0,116,2442,2558,591,0,0,11,29,0,0,3,6,0,0
3/17/2020,18,4,18,4,0,0,82,1885,1967,1360,0,0,4,18,0,0,0,3,0,0
3/16/2020,14,4,14,4,0,0,24,583,607,159,0,0,4,14,0,0,2,3,0,0
3/15/2020,10,4,10,4,0,0,21,427,448,28,0,0,4,10,0,0,0,1,0,0
3/14/2020,6,5,6,5,0,0,19,401,420,333,0,0,5,6,0,0,1,1,0,0
3/13/2020,1,0,1,0,0,0,2,85,87,42,0,0,0,1,0,0,0,0,0,0
3/12/2020,1,1,1,1,0,0,2,43,45,45,0,0,1,1,0,0,0,0,0,0
