DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
1/19/2021,686211,4771,587849,2785,98362,1986,678834,5372635,6051469,21946,40,8462,-3183,39744,7914,638005,115,21864,9734,99
1/18/2021,681440,1615,585064,1067,96376,548,675692,5353831,6029523,8273,39,8422,-7221,42927,8797,630091,44,21749,9635,80
1/17/2021,679825,2566,583997,1877,95828,689,674530,5346720,6021250,15903,36,8383,-1899,50148,4429,621294,54,21705,9555,90
1/16/2021,677259,6919,582120,5342,95139,1577,672334,5333013,6005347,45694,44,8347,1293,52047,5582,616865,134,21651,9465,90
1/15/2021,670340,2758,576778,1817,93562,941,665960,5293693,5959653,14742,79,8303,-677,50754,3356,611283,66,21517,9375,90
1/14/2021,667582,6158,574961,4808,92621,1350,663937,5280974,5944911,36456,84,8224,-285,51431,6359,607927,106,21451,9285,107
1/13/2021,661424,4114,570153,2878,91271,1236,658467,5249988,5908455,21484,137,8140,-4054,51716,8031,601568,71,21345,9178,77
1/12/2021,657310,4743,567275,3014,90035,1729,655347,5231624,5886971,20974,146,8003,-6014,55770,10611,593537,78,21274,9101,98
1/11/2021,652567,3783,564261,2680,88306,1103,652045,5213952,5865997,14824,80,7857,-6349,61784,10052,582926,80,21196,9003,102
1/10/2021,648784,5377,561581,3696,87203,1681,649098,5202075,5851173,29758,81,7777,1028,68133,4268,572874,87,21116,8901,108
1/9/2021,643407,7216,557885,5750,85522,1466,644610,5176805,5821415,38846,86,7696,2006,67105,5124,568606,96,21029,8793,89
1/8/2021,636191,6052,552135,4577,84056,1475,638082,5144487,5782569,33512,126,7610,4246,65099,1680,563482,103,20933,8704,119
1/7/2021,630139,7339,547558,6306,82581,1033,632163,5116894,5749057,34176,111,7484,3148,60853,4080,561802,111,20830,8585,91
1/6/2021,622800,7356,541252,5168,81548,2188,625658,5089223,5714881,29292,114,7373,433,57705,6809,557722,138,20719,8494,115
1/5/2021,615444,8398,536084,5147,79360,3251,619996,5065593,5685589,25774,99,7259,-779,57272,9078,550913,139,20581,8379,115
1/4/2021,607046,4046,530937,3000,76109,1046,614653,5045162,5659815,10787,143,7160,-4627,58051,8530,541835,70,20442,8264,107
1/3/2021,603000,3511,527937,2373,75063,1138,611715,5037313,5649028,12684,55,7017,-259,62678,3715,533305,60,20372,8157,103
1/2/2021,599489,7192,525564,5729,73925,1463,609206,5027138,5636344,29338,15,6962,3105,62937,4072,529590,109,20312,8054,86
1/1/2021,592297,6672,519835,5223,72462,1449,602916,5004090,5607006,28505,48,6947,-407,59832,7031,525518,89,20203,7968,98
12/31/2020,585625,9170,514612,7245,71013,1925,597130,4981371,5578501,35344,97,6899,1917,60239,7156,518487,90,20114,7870,99
12/30/2020,576455,6692,507367,4535,69088,2157,589094,4954063,5543157,22087,100,6802,-720,58322,7312,511331,96,20024,7771,98
12/29/2020,569763,8067,502832,4955,66931,3112,584159,4936911,5521070,23780,122,6702,61,59042,7884,504019,134,19928,7673,98
12/28/2020,561696,3544,497877,2632,63819,912,578699,4918591,5497290,10045,76,6580,-6588,58981,10056,496135,97,19794,7575,89
12/27/2020,558152,3377,495245,2295,62907,1082,575887,4911358,5487245,12296,69,6504,-447,65569,3755,486079,86,19697,7486,87
12/26/2020,554775,4884,492950,3548,61825,1336,573289,4901660,5474949,22328,7,6435,836,66016,4041,482324,106,19611,7399,91
12/25/2020,549891,6621,489402,5433,60489,1188,569288,4883333,5452621,33666,5,6428,-573,65180,7189,478283,82,19505,7308,80
12/24/2020,543270,6641,483969,5029,59301,1612,563178,4855777,5418955,32546,51,6423,-523,65753,7113,471094,67,19423,7228,107
12/23/2020,536629,6084,478940,3975,57689,2109,557437,4828972,5386409,25878,111,6372,-1333,66276,7306,463981,99,19356,7121,98
12/22/2020,530545,6894,474965,4704,55580,2190,553017,4807514,5360531,28844,133,6261,-822,67609,7583,456675,144,19257,7023,108
12/21/2020,523651,5813,470261,4375,53390,1438,547766,4783921,5331687,26504,65,6128,-3927,68431,9675,449092,95,19113,6915,103
12/20/2020,517838,9976,465886,8333,51952,1643,542856,4762327,5305183,60917,54,6063,6409,72358,3513,439417,130,19018,6812,101
12/19/2020,507862,7059,457553,6026,50309,1033,533311,4710955,5244266,40083,57,6009,3184,65949,3818,435904,91,18888,6711,93
12/18/2020,500803,8253,451527,6980,49276,1273,526405,4677778,5204183,41254,115,5952,1860,62765,6278,432086,140,18797,6618,96
12/17/2020,492550,10137,444547,8048,48003,2089,518722,4644207,5162929,45090,177,5837,3135,60905,6825,425808,170,18657,6522,91
12/16/2020,482413,9303,436499,6481,45914,2822,509787,4608052,5117839,36037,53,5660,2254,57770,6996,418983,199,18487,6431,84
12/15/2020,473110,11787,430018,10299,43092,1488,502627,4579175,5081802,65212,74,5607,4579,55516,7134,411987,229,18288,6347,65
12/14/2020,461323,7902,419719,6842,41604,1060,490933,4525657,5016590,41734,79,5533,-2570,50937,10393,404853,156,18059,6282,75
12/13/2020,453421,11191,412877,9819,40544,1372,483327,4491529,4974856,69085,62,5454,7724,53507,3405,394460,170,17903,6207,86
12/12/2020,442230,8892,403058,7280,39172,1612,472179,4433592,4905771,47553,73,5392,5001,45783,3818,391055,175,17733,6121,79
12/11/2020,433338,6021,395778,5094,37560,927,463897,4394321,4858218,32001,87,5319,1708,40782,4226,387237,158,17558,6042,68
12/10/2020,427317,8853,390684,7744,36633,1109,458331,4367886,4826217,52214,69,5232,7528,39074,1256,383011,166,17400,5974,75
12/9/2020,418464,5784,382940,5115,35524,669,449616,4324387,4774003,27053,62,5163,145,31546,5577,381755,135,17234,5899,62
12/8/2020,412680,8059,377825,6999,34855,1060,444041,4302909,4746950,45352,100,5101,2342,31401,5617,376178,154,17099,5837,79
12/7/2020,404621,7108,370826,6122,33795,986,436275,4265323,4701598,35836,66,5001,-713,29059,7755,370561,128,16945,5758,72
12/6/2020,397513,4034,364704,3398,32809,636,429550,4236212,4665762,19685,38,4935,1151,29772,2845,362806,62,16817,5686,86
12/5/2020,393479,3054,361306,2508,32173,546,425843,4220234,4646077,15757,29,4897,17,28621,3008,359961,67,16755,5600,78
12/4/2020,390425,5352,358798,4283,31627,1069,423151,4207169,4630320,26784,95,4868,-310,28604,5567,356953,124,16688,5522,83
12/3/2020,385073,4788,354515,3989,30558,799,418335,4185201,4603536,25423,93,4773,575,28914,4120,351386,99,16564,5439,72
12/2/2020,380285,2494,350526,2104,29759,390,413960,4164153,4578113,11735,50,4680,-2541,28339,4985,347266,74,16465,5367,67
12/1/2020,377791,6643,348422,5656,29369,987,411794,4154584,4566378,36388,36,4630,1032,30880,5575,342281,143,16391,5300,68
11/30/2020,371148,5936,342766,5373,28382,563,405569,4124421,4529990,40831,48,4594,-1189,29848,7077,336706,104,16248,5232,80
11/29/2020,365212,5469,337393,5046,27819,423,399564,4089595,4489159,37789,13,4546,2457,31037,2999,329629,90,16144,5152,57
11/28/2020,359743,4655,332347,4043,27396,612,393848,4057522,4451370,32017,15,4533,1571,28580,3069,326630,91,16054,5095,62
11/27/2020,355088,5365,328304,4778,26784,587,389287,4030066,4419353,32540,7,4518,376,27009,4982,323561,88,15963,5033,80
11/26/2020,349723,5241,323526,4889,26197,352,383772,4003041,4386813,52148,53,4511,-455,26633,5643,318579,75,15875,4953,47
11/25/2020,344482,2190,318637,1588,25845,602,377895,3956770,4334665,11966,92,4458,-2363,27088,4461,312936,98,15800,4906,65
11/24/2020,342292,2048,317049,1521,25243,527,376439,3946260,4322699,10727,73,4366,-3422,29451,5397,308475,98,15702,4841,66
11/23/2020,340244,2205,315528,1849,24716,356,374930,3937042,4311972,11341,35,4293,-4646,32873,6816,303078,79,15604,4775,68
11/22/2020,338039,5511,313679,5017,24360,494,373051,3927580,4300631,43967,55,4258,2874,37519,2582,296262,131,15525,4707,59
11/21/2020,332528,3410,308662,2901,23866,509,367390,3889274,4256664,25739,9,4203,801,34645,2600,293680,103,15394,4648,74
11/20/2020,329118,4015,305761,3511,23357,504,364249,3866676,4230925,24632,74,4194,-43,33844,3984,291080,108,15291,4574,67
11/19/2020,325103,2986,302250,2284,22853,702,360388,3845905,4206293,16546,80,4120,-1341,33887,4247,287096,111,15183,4507,57
11/18/2020,322117,4013,299966,3046,22151,967,357973,3831774,4189747,23885,53,4040,-95,35228,4055,282849,136,15072,4450,43
11/17/2020,318104,3502,296920,3183,21184,319,354552,3811310,4165862,21281,72,3987,-104,35323,3534,278794,94,14936,4407,68
11/16/2020,314602,4632,293737,4226,20865,406,351000,3793581,4144581,35558,30,3915,-48,35427,4650,275260,133,14842,4339,52
11/15/2020,309970,6425,289511,5818,20459,607,346278,3762745,4109023,55161,16,3885,4490,35475,1919,270610,166,14709,4287,48
11/14/2020,303545,4857,283693,4432,19852,425,339689,3714173,4053862,38310,25,3869,3033,30985,1799,268691,139,14543,4239,61
11/13/2020,298688,4344,279261,3737,19427,607,334665,3680887,4015552,27466,64,3844,1525,27952,2755,266892,114,14404,4178,43
11/12/2020,294344,3135,275524,2574,18820,561,330643,3657443,3988086,19161,27,3780,406,26427,2702,264137,99,14290,4135,36
11/11/2020,291209,3900,272950,3287,18259,613,327912,3641013,3968925,28259,89,3753,980,26021,2831,261435,111,14191,4099,49
11/10/2020,287309,3006,269663,2479,17646,527,324097,3616569,3940666,25241,62,3664,90,25041,2854,258604,110,14080,4050,49
11/9/2020,284303,2373,267184,2051,17119,322,321366,3594059,3915425,19658,15,3602,-883,24951,3241,255750,72,13970,4001,42
11/8/2020,281930,5353,265133,4821,16797,532,319048,3576719,3895767,55328,5,3587,3542,25834,1806,252509,158,13898,3959,40
11/7/2020,276577,4155,260312,3833,16265,322,313504,3526935,3840439,43172,49,3582,2241,22292,1865,250703,129,13740,3919,33
11/6/2020,272422,3571,256479,3012,15943,559,309016,3488251,3797267,28747,32,3533,932,20051,2607,248838,92,13611,3886,47
11/5/2020,268851,1401,253467,1110,15384,291,305651,3462869,3768520,10722,31,3501,-1314,19119,2684,246231,74,13519,3839,40
11/4/2020,267450,2634,252357,2339,15093,295,304416,3453382,3757798,23433,24,3470,-159,20433,2769,243547,103,13445,3799,50
11/3/2020,264816,2999,250018,2696,14798,303,301802,3432563,3734365,24850,75,3446,232,20592,2692,240778,79,13342,3749,45
11/2/2020,261817,1888,247322,1764,14495,124,298771,3410744,3709515,16835,26,3371,-1350,20360,3212,238086,73,13263,3704,38
11/1/2020,259929,2469,245558,2105,14371,364,296809,3395871,3692680,33700,0,3345,765,21710,1704,234874,101,13190,3666,32
10/31/2020,257460,148,243453,136,14007,12,294359,3364621,3658980,811,12,3345,-1535,20945,1671,233170,2,13089,3634,29
10/30/2020,257312,2381,243317,2166,13995,215,294218,3363951,3658169,22520,78,3333,82,22480,2221,231499,76,13087,3605,40
10/29/2020,254931,2359,241151,2032,13780,327,291839,3343810,3635649,25222,22,3255,29,22398,2308,229278,93,13011,3565,38
10/28/2020,252572,2661,239119,2378,13453,283,289576,3320851,3610427,23469,34,3233,136,22369,2491,226970,94,12918,3527,37
10/27/2020,249911,2432,236741,2030,13170,402,286935,3300023,3586958,22626,44,3199,-14,22233,2402,224479,130,12824,3490,46
10/26/2020,247479,1490,234711,1305,12768,185,284630,3279702,3564332,11304,32,3155,-1379,22247,2837,222077,59,12694,3444,31
10/25/2020,245989,3073,233406,2885,12583,188,283183,3269845,3553028,35767,31,3123,1575,23626,1467,219240,124,12635,3413,42
10/24/2020,242916,3577,230521,3287,12395,290,279709,3237552,3517261,40055,24,3092,1893,22051,1660,217773,127,12511,3371,45
10/23/2020,239339,2639,227234,2392,12105,247,275904,3201302,3477206,29753,65,3068,493,20158,2081,216113,115,12384,3326,33
10/22/2020,236700,3166,224842,2816,11858,350,273246,3174207,3447453,35915,41,3003,1122,19665,2003,214032,125,12269,3293,28
10/21/2020,233534,1724,222026,1479,11508,245,270054,3141484,3411538,15151,18,2962,-530,18543,2236,212029,65,12144,3265,38
10/20/2020,231810,1947,220547,1666,11263,281,268364,3128023,3396387,17087,30,2944,-88,19073,2005,209793,86,12079,3227,37
10/19/2020,229863,2173,218881,1979,10982,194,266505,3112795,3379300,21960,13,2914,-189,19161,2349,207788,117,11993,3190,33
10/18/2020,227690,2619,216902,2448,10788,171,264274,3093066,3357340,39540,6,2901,1308,19350,1305,205439,105,11876,3157,21
10/17/2020,225071,2662,214454,2460,10617,202,261369,3056431,3317800,36712,32,2895,1284,18042,1346,204134,95,11771,3136,27
10/16/2020,222409,1705,211994,1516,10415,189,258428,3022660,3281088,16312,7,2863,-139,16758,1837,202788,63,11676,3109,29
10/15/2020,220704,1411,210478,1213,10226,198,256851,3007925,3264776,16188,36,2856,-324,16897,1699,200951,69,11613,3080,41
10/14/2020,219293,2298,209265,2098,10028,200,255498,2993090,3248588,22260,31,2820,557,17221,1710,199252,88,11544,3039,37
10/13/2020,216995,1537,207167,1266,9828,271,253278,2973050,3226328,16045,23,2789,-13,16664,1527,197542,74,11456,3002,36
10/12/2020,215458,1221,205901,1044,9557,177,251853,2958430,3210283,15533,7,2766,-829,16677,2043,196015,59,11382,2966,36
10/11/2020,214237,2931,204857,2737,9380,194,250648,2944102,3194750,42643,9,2759,1841,17506,1081,193972,124,11323,2930,28
10/10/2020,211306,1873,202120,1767,9186,106,247497,2904610,3152107,29601,26,2750,829,15665,1018,192891,74,11199,2902,29
10/9/2020,209433,1406,200353,1237,9080,169,245483,2877023,3122506,25936,27,2724,47,14836,1332,191873,54,11125,2873,26
10/8/2020,208027,1991,199116,1803,8911,188,244096,2852474,3096570,25699,63,2697,535,14789,1393,190541,81,11071,2847,26
10/7/2020,206036,1833,197313,1568,8723,265,242166,2828705,3070871,23359,21,2634,354,14254,1458,189148,96,10990,2821,28
10/6/2020,204203,1992,195745,1699,8458,293,240425,2807087,3047512,25174,24,2613,442,13900,1526,187690,118,10894,2793,27
10/5/2020,202211,2202,194046,1991,8165,211,238461,2783877,3022338,35591,20,2589,363,13458,1819,186164,118,10776,2766,25
10/4/2020,200009,1802,192055,1654,7954,148,235978,2750769,2986747,38287,17,2569,869,13095,916,184345,85,10658,2741,29
10/3/2020,198207,1348,190401,1237,7806,111,233844,2714616,2948460,29088,45,2552,336,12226,967,183429,55,10573,2712,18
10/2/2020,196859,1197,189164,1061,7695,136,232225,2687147,2919372,15596,14,2507,-293,11890,1476,182462,60,10518,2694,22
10/1/2020,195662,1142,188103,1001,7559,141,230925,2672851,2903776,18441,47,2493,-308,12183,1403,180986,72,10458,2672,21
9/30/2020,194520,1425,187102,1252,7418,173,229727,2655608,2885335,13669,34,2446,-78,12491,1469,179583,46,10386,2651,26
9/29/2020,193095,1186,185850,972,7245,214,228249,2643417,2871666,20808,31,2412,-288,12569,1443,178114,80,10340,2625,14
9/28/2020,191909,671,184878,544,7031,127,226944,2623914,2850858,8494,12,2381,-1230,12857,1889,176671,37,10260,2611,26
9/27/2020,191238,1358,184334,1271,6904,87,226237,2616127,2842364,29427,3,2369,429,14087,926,174782,65,10223,2585,24
9/26/2020,189880,2114,183063,1973,6817,141,224699,2588238,2812937,44148,22,2366,1029,13658,1063,173856,75,10158,2561,23
9/25/2020,187766,1336,181090,1237,6676,99,222246,2546543,2768789,26053,42,2344,-116,12629,1410,172793,59,10083,2538,23
9/24/2020,186430,1395,179853,1227,6577,168,220727,2522009,2742736,27000,35,2302,-98,12745,1458,171383,67,10024,2515,20
9/23/2020,185035,914,178626,798,6409,116,219222,2496514,2715736,9557,14,2267,-618,12843,1518,169925,32,9957,2495,28
9/22/2020,184121,1635,177828,1417,6293,218,218270,2487909,2706179,25555,28,2253,-184,13461,1791,168407,73,9925,2467,20
9/21/2020,182486,664,176411,519,6075,145,216383,2464241,2680624,7053,15,2225,-396,13645,1045,166616,46,9852,2447,20
9/20/2020,181822,1022,175892,909,5930,113,215674,2457897,2673571,20390,2,2210,140,14041,880,165571,48,9806,2427,26
9/19/2020,180800,2125,174983,2024,5817,101,214468,2438713,2653181,48385,20,2208,1203,13901,902,164691,108,9758,2401,18
9/18/2020,178675,1499,172959,1328,5716,171,211982,2392814,2604796,30010,32,2188,-307,12698,1774,163789,61,9650,2383,28
9/17/2020,177176,1814,171631,1676,5545,138,210310,2364476,2574786,27716,13,2156,419,13005,1382,162015,64,9589,2355,26
9/16/2020,175362,1054,169955,924,5407,130,208273,2338797,2547070,16886,24,2143,-374,12586,1404,160633,52,9525,2329,21
9/15/2020,174308,1890,169031,1670,5277,220,207069,2323115,2530184,34233,30,2119,295,12960,1565,159229,92,9473,2308,17
9/14/2020,172418,1597,167361,1433,5057,164,204787,2291164,2495951,22930,19,2089,-66,12665,1644,157664,94,9381,2291,27
9/13/2020,170821,1391,165928,1307,4893,84,203000,2270021,2473021,22627,14,2070,384,12731,993,156020,53,9287,2264,14
9/12/2020,169430,1322,164621,1245,4809,77,201330,2249064,2450394,26754,39,2056,459,12347,824,155027,48,9234,2250,35
9/11/2020,168108,1002,163376,892,4732,110,199671,2223969,2423640,15176,37,2017,-1369,11888,2334,154203,51,9186,2215,28
9/10/2020,167106,1994,162484,1817,4622,177,198557,2209907,2408464,31351,57,1980,513,13257,1424,151869,84,9135,2187,23
9/9/2020,165112,1138,160667,1033,4445,105,196325,2180788,2377113,17902,35,1923,-348,12744,1451,150445,64,9051,2164,22
9/8/2020,163974,815,159634,707,4340,108,194994,2164217,2359211,13216,27,1888,-745,13092,1533,148994,50,8987,2142,25
9/7/2020,163159,779,158927,732,4232,47,194134,2151861,2345995,7879,4,1861,-952,13837,1727,147461,40,8937,2117,17
9/6/2020,162380,822,158195,771,4185,51,193007,2145109,2338116,12143,3,1857,-66,14789,885,145734,40,8897,2100,35
9/5/2020,161558,2551,157424,2482,4134,69,192095,2133878,2325973,35188,25,1854,1522,14855,1004,144849,58,8857,2065,21
9/4/2020,159007,1111,154942,1032,4065,79,189176,2101609,2290785,13310,22,1829,-161,13333,1250,143845,51,8799,2044,21
9/3/2020,157896,1651,153910,1510,3986,141,187987,2089488,2277475,28565,18,1807,23,13494,1610,142595,61,8748,2023,22
9/2/2020,156245,1181,152400,1075,3845,106,186093,2062817,2248910,16329,16,1789,-320,13471,1485,140985,57,8687,2001,23
9/1/2020,155064,1682,151325,1519,3739,163,184847,2047734,2232581,23063,27,1773,116,13791,1539,139500,72,8630,1978,22
8/31/2020,153382,1237,149806,1168,3576,69,182866,2026652,2209518,12818,7,1746,-349,13675,1579,137961,41,8558,1956,24
8/30/2020,152145,1460,148638,1427,3507,33,181466,2015234,2196700,8545,22,1739,526,14024,912,136382,40,8517,1932,15
8/29/2020,150685,1525,147211,1418,3474,107,179861,2008294,2188155,25424,24,1717,361,13498,1140,135470,55,8477,1917,25
8/28/2020,149160,1123,145793,1069,3367,54,178082,1984649,2162731,12750,28,1693,-470,13137,1565,134330,50,8422,1892,23
8/27/2020,148037,2326,144724,2202,3313,124,176796,1973185,2149981,37062,25,1665,906,13607,1395,132765,70,8372,1869,25
8/26/2020,145711,1312,142522,1196,3189,116,174075,1938844,2112919,18050,20,1640,-391,12701,1683,131370,56,8302,1844,30
8/25/2020,144399,1697,141326,1580,3073,117,172547,1922322,2094869,30518,40,1620,115,13092,1542,129687,69,8246,1814,24
8/24/2020,142702,644,139746,531,2956,113,170548,1893803,2064351,7024,21,1580,-1391,12977,2014,128145,41,8177,1790,34
8/23/2020,142058,810,139215,749,2843,61,169851,1887476,2057327,14502,4,1559,-204,14368,1010,126131,42,8136,1756,24
8/22/2020,141248,2424,138466,2361,2782,63,168929,1873896,2042825,52098,14,1555,1234,14572,1176,125121,76,8094,1732,17
8/21/2020,138824,525,136105,482,2719,43,165994,1824733,1990727,10360,61,1541,-1224,13338,1688,123945,32,8018,1715,20
8/20/2020,138299,2429,135623,2255,2676,174,165431,1814936,1980367,42755,36,1480,748,14562,1645,122257,86,7986,1695,20
8/19/2020,135870,1334,133368,1268,2502,66,162648,1774964,1937612,20258,26,1444,-536,13814,1844,120612,56,7900,1675,22
8/18/2020,134536,1759,132100,1644,2436,115,161079,1756275,1917354,37948,39,1418,-212,14350,1932,118768,67,7844,1653,16
8/17/2020,132777,842,130456,708,2321,134,158626,1720780,1879406,9074,21,1379,-1293,14562,2114,116836,58,7777,1637,19
8/16/2020,131935,1397,129748,1371,2187,26,157751,1712581,1870332,20072,21,1358,301,15855,1075,114722,44,7719,1618,30
8/15/2020,130538,1920,128377,1835,2161,85,155946,1694314,1850260,27266,19,1337,577,15554,1324,113647,64,7675,1588,28
8/14/2020,128618,1369,126542,1288,2076,81,153432,1669562,1822994,15123,13,1318,-350,14977,1706,112323,45,7611,1560,22
8/13/2020,127249,2501,125254,2403,1995,98,151805,1656066,1807871,36484,24,1305,573,15327,1904,110617,122,7566,1538,23
8/12/2020,124748,1243,122851,1204,1897,39,148503,1622884,1771387,13804,18,1281,-761,14754,1986,108713,59,7444,1515,25
8/11/2020,123505,1798,121647,1684,1858,114,147096,1610487,1757583,24157,38,1263,-163,15515,1923,106727,82,7385,1490,26
8/10/2020,121707,894,119963,842,1744,52,144947,1588479,1733426,8439,10,1225,-1466,15678,2350,104804,74,7303,1464,29
8/9/2020,120813,1567,119121,1539,1692,28,143965,1581022,1724987,17475,8,1215,455,17144,1104,102454,55,7229,1435,14
8/8/2020,119246,2096,117582,2033,1664,63,142063,1565449,1707512,33953,9,1207,930,16689,1157,101350,71,7174,1421,21
8/7/2020,117150,1775,115549,1722,1601,53,139440,1534119,1673559,18425,20,1198,109,15759,1646,100193,109,7103,1400,25
8/6/2020,115375,2724,113827,2613,1548,111,137303,1517831,1655134,32188,42,1178,1002,15650,1680,98547,125,6994,1375,25
8/5/2020,112651,1339,111214,1272,1437,67,133997,1488949,1622946,14095,27,1136,-649,14648,1961,96867,62,6869,1350,17
8/4/2020,111312,1735,109942,1652,1370,83,132467,1476384,1608851,21050,25,1109,-371,15297,2081,94906,112,6807,1333,20
8/3/2020,109577,1788,108290,1756,1287,32,130386,1457415,1587801,16815,19,1084,-685,15668,2454,92825,70,6695,1313,25
8/2/2020,107789,1071,106534,1048,1255,23,128300,1442686,1570986,13184,6,1065,-82,16353,1147,90371,62,6625,1288,37
8/1/2020,106718,2152,105486,2123,1232,29,127014,1430788,1557802,31928,7,1059,809,16435,1336,89224,84,6563,1251,23
7/31/2020,104566,1743,103363,1695,1203,48,124242,1401632,1525874,18456,27,1052,-101,15626,1817,87888,84,6479,1228,27
7/30/2020,102823,3554,101668,3511,1155,43,122279,1385139,1507418,42888,13,1025,1632,15727,1909,86071,149,6395,1201,29
7/29/2020,99269,1173,98157,1145,1112,28,117947,1346583,1464530,9570,21,1012,-1233,14095,2385,84162,80,6246,1172,32
7/28/2020,98096,2487,97012,2443,1084,44,116647,1338313,1454960,28669,21,991,131,15328,2335,81777,155,6166,1140,21
7/27/2020,95609,1897,94569,1858,1040,39,113561,1312730,1426291,17976,11,970,-813,15197,2699,79442,120,6011,1119,17
7/26/2020,93712,2303,92711,2251,1001,52,111300,1297015,1408315,26773,3,959,971,16010,1329,76743,99,5891,1102,21
7/25/2020,91409,3074,90460,3034,949,40,108469,1273073,1381542,38614,26,956,1591,15039,1457,75414,141,5792,1081,20
7/24/2020,88335,1839,87426,1795,909,44,104660,1238268,1342928,22638,13,930,-361,13448,2187,73957,116,5651,1061,28
7/23/2020,86496,2513,85631,2465,865,48,102297,1217993,1320290,37791,37,917,393,13809,2083,71770,141,5535,1033,27
7/22/2020,83983,1982,83166,1953,817,29,99114,1183385,1282499,17280,17,880,-464,13416,2429,69687,116,5394,1006,30
7/21/2020,82001,3141,81213,3114,788,27,96780,1168439,1265219,39699,24,863,588,13880,2529,67258,175,5278,976,17
7/20/2020,78860,1193,78099,1156,761,37,92883,1132637,1225520,9762,4,839,-1592,13292,2781,64729,58,5103,959,20
7/19/2020,77667,1569,76943,1546,724,23,91550,1124208,1215758,18801,5,835,-25,14884,1589,61948,70,5045,939,16
7/18/2020,76098,2110,75397,2089,701,21,89598,1107359,1196957,26372,23,830,806,14909,1281,60359,98,4975,923,17
7/17/2020,73988,2120,73308,2075,680,45,86915,1083670,1170585,22189,19,807,521,14103,1580,59078,106,4877,906,16
7/16/2020,71868,2946,71233,2904,635,42,84355,1064041,1148396,39514,13,788,1095,13582,1838,57498,137,4771,890,18
7/15/2020,68922,1922,68329,1885,593,37,80545,1028337,1108882,19718,16,775,-115,12487,2021,55660,109,4634,872,17
7/14/2020,67000,2104,66444,2062,556,42,78351,1010813,1089164,23644,18,759,206,12602,1880,53639,120,4525,855,11
7/13/2020,64896,1816,64382,1786,514,30,75843,989677,1065520,17508,8,741,-89,12396,1897,51759,78,4405,844,19
7/12/2020,63080,2315,62596,2289,484,26,73824,974188,1048012,28203,3,733,1217,12485,1095,49862,118,4327,825,17
7/11/2020,60765,1174,60307,1160,458,14,70937,948872,1019809,15261,15,730,14,11268,1145,48767,55,4209,808,13
7/10/2020,59591,1965,59147,1937,444,28,69436,935112,1004548,18448,13,715,568,11254,1384,47622,99,4154,795,17
7/9/2020,57626,1800,57210,1775,416,25,67216,918884,986100,24770,25,702,376,10686,1399,46238,107,4055,778,17
7/8/2020,55826,1640,55435,1615,391,25,65158,896172,961330,19567,20,677,58,10310,1562,44839,88,3948,761,12
7/7/2020,54186,2142,53820,2131,366,11,63258,878505,941763,27214,12,657,716,10252,1414,43277,127,3860,749,18
7/6/2020,52044,882,51689,869,355,13,60604,853945,914549,8281,7,645,-621,9536,1496,41863,67,3733,731,11
7/5/2020,51162,1337,50820,1335,342,2,59679,846589,906268,15208,9,638,569,10157,759,40367,54,3666,720,19
7/4/2020,49825,1452,49485,1450,340,2,58079,832981,891060,21575,4,629,619,9588,829,39608,63,3612,701,16
7/3/2020,48373,1340,48035,1331,338,9,56245,813240,869485,16443,13,625,308,8969,1019,38779,66,3549,685,12
7/2/2020,47033,1914,46704,1906,329,8,54754,798288,853042,25851,11,612,982,8661,921,37760,101,3483,673,9
7/1/2020,45119,1418,44798,1413,321,5,52486,774705,827191,18053,5,601,468,7679,945,36839,73,3382,664,14
6/30/2020,43701,1644,43385,1632,316,12,50783,758355,809138,25210,12,596,770,7211,862,35894,76,3309,650,12
6/29/2020,42057,1774,41753,1767,304,7,48627,735301,783928,23518,0,584,795,6441,979,35032,106,3233,638,8
6/28/2020,40283,654,39986,652,297,2,46598,713812,760410,9911,0,584,222,5646,432,34053,20,3127,630,8
6/27/2020,39629,263,39334,257,295,6,45820,704679,750499,2063,7,584,-332,5424,588,33621,25,3107,622,8
6/26/2020,39366,973,39077,950,289,23,45549,702887,748436,10013,10,577,291,5756,672,33033,67,3082,614,14
6/25/2020,38393,1066,38127,1057,266,9,44530,693893,738423,14034,11,567,430,5465,625,32361,57,3015,600,9
6/24/2020,37327,840,37070,832,257,8,43313,681076,724389,8622,14,556,122,5035,704,31736,53,2958,591,7
6/23/2020,36487,1013,36238,1006,249,7,42329,673438,715767,11331,11,542,364,4913,638,31032,65,2905,584,5
6/22/2020,35474,624,35232,612,242,12,41168,663268,704436,10574,5,531,-185,4549,804,30394,29,2840,579,6
6/21/2020,34850,590,34620,589,230,1,40511,653351,693862,13657,2,526,198,4734,390,29590,25,2811,573,10
6/20/2020,34260,404,34031,403,229,1,39718,640487,680205,9129,0,524,-66,4536,470,29200,29,2786,563,6
6/19/2020,33856,737,33628,733,228,4,39188,631888,671076,10194,15,524,211,4602,511,28730,48,2757,557,9
