DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,NEW_ACTIVE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
6/18/2020,33119,1094,32895,1092,224,2,38309,622573,660882,15398,12,509,498,4391,584,28219,81,2709,548,5
6/17/2020,32025,405,31803,401,222,4,37037,608447,645484,5622,4,497,-219,3893,620,27635,27,2628,543,10
6/16/2020,31620,612,31402,609,218,3,36611,603251,639862,7803,10,493,139,4112,463,27015,42,2601,533,6
6/15/2020,31008,707,30793,694,215,13,35917,596142,632059,10574,8,483,19,3973,680,26552,44,2559,527,15
6/14/2020,30301,603,30099,599,202,4,35098,586387,621485,13819,3,475,254,3954,346,25872,28,2515,512,9
6/13/2020,29698,538,29500,533,198,5,34354,573312,607666,10590,4,472,156,3700,378,25526,23,2487,503,7
6/12/2020,29160,544,28967,542,193,2,33631,563445,597076,9460,27,468,-42,3544,559,25148,36,2464,496,4
6/11/2020,28616,612,28425,609,191,3,33016,554600,587616,9730,5,441,-162,3586,769,24589,29,2428,492,5
6/10/2020,28004,427,27816,422,188,5,32310,545576,577886,8415,1,436,-176,3748,602,23820,47,2399,487,1
6/9/2020,27577,585,27394,580,183,5,31919,537552,569471,9392,14,435,-45,3924,616,23218,40,2352,486,4
6/8/2020,26992,487,26814,483,178,4,31245,528834,560079,10056,3,421,98,3969,386,22602,27,2312,482,5
6/7/2020,26505,426,26331,423,174,3,30686,519337,550023,13835,1,418,158,3871,267,22216,27,2285,477,5
6/6/2020,26079,468,25908,465,171,3,30086,506102,536188,10921,9,417,186,3713,273,21949,24,2258,472,10
6/5/2020,25611,509,25443,500,168,9,29522,495745,525267,11807,7,408,5,3527,497,21676,23,2234,462,6
6/4/2020,25102,227,24943,224,159,3,28903,484557,513460,5570,13,401,-265,3522,479,21179,20,2211,456,3
6/3/2020,24875,353,24719,352,156,1,28686,479204,507890,7917,7,388,-156,3787,502,20700,39,2191,453,8
6/2/2020,24522,644,24367,641,155,3,28259,471714,499973,14361,14,381,193,3943,437,20198,32,2152,445,7
6/1/2020,23878,603,23726,599,152,4,27436,458176,485612,10580,3,367,-104,3750,704,19761,23,2120,438,6
5/31/2020,23275,607,23127,605,148,2,26669,448363,475032,15760,0,364,393,3854,214,19057,48,2097,432,5
5/30/2020,22668,456,22522,455,146,1,25970,433302,459272,9709,4,364,159,3461,293,18843,21,2049,427,10
5/29/2020,22212,230,22067,226,145,4,25399,424164,449563,7039,4,360,-169,3302,395,18550,17,2028,417,7
5/28/2020,21982,596,21841,595,141,1,25130,417394,442524,9193,3,356,220,3471,373,18155,35,2011,410,4
5/27/2020,21386,214,21246,208,140,6,24458,408873,433331,6753,10,353,-126,3251,330,17782,27,1976,406,7
5/26/2020,21172,354,21038,344,134,10,24260,402318,426578,6876,5,343,-31,3377,380,17452,21,1949,399,4
5/25/2020,20818,594,20694,593,124,1,23862,395840,419702,11386,2,338,245,3408,347,17072,31,1928,395,6
5/24/2020,20224,331,20101,331,123,0,23155,385161,408316,11943,7,336,122,3163,202,16725,17,1897,389,10
5/23/2020,19893,418,19770,413,123,5,22725,373648,396373,11174,14,329,238,3041,166,16523,23,1880,379,6
5/22/2020,19475,385,19357,381,118,4,22180,363019,385199,9003,2,315,86,2803,297,16357,31,1857,373,3
5/21/2020,19090,383,18976,382,114,1,21731,354465,376196,6641,4,313,-257,2717,636,16060,18,1826,370,8
5/20/2020,18707,259,18594,258,113,1,21343,348212,369555,8400,4,309,-313,2974,568,15424,18,1808,362,5
5/19/2020,18448,334,18336,333,112,1,21038,340117,361155,6811,4,305,-98,3287,428,14856,26,1790,357,2
5/18/2020,18114,341,18003,339,111,2,20636,333708,354344,8827,3,301,0,3385,338,14428,23,1764,355,4
5/17/2020,17773,471,17664,471,109,0,20212,325305,345517,14077,3,298,304,3385,164,14090,23,1741,351,7
5/16/2020,17302,260,17193,243,109,17,19631,311809,331440,11002,5,295,43,3081,212,13926,18,1718,344,6
5/15/2020,17042,193,16950,191,92,2,19275,301163,320438,8138,3,290,-193,3038,383,13714,11,1700,338,8
5/14/2020,16849,261,16759,260,90,1,19055,293245,312300,10152,14,287,-119,3231,366,13331,17,1689,330,15
5/13/2020,16588,320,16499,317,89,3,18700,283448,302148,10220,9,273,-495,3350,806,12965,29,1672,315,11
5/12/2020,16268,696,16182,696,86,0,18315,273613,291928,14783,13,264,-411,3845,1094,12159,24,1643,304,8
5/11/2020,15572,552,15486,549,86,3,17508,259637,277145,9970,8,251,178,4256,366,11065,19,1619,296,4
5/10/2020,15020,247,14937,244,83,3,16928,250247,267175,10212,1,243,65,4078,181,10699,12,1600,292,4
5/9/2020,14773,244,14693,242,80,2,16561,240402,256963,9807,1,242,9,4013,234,10518,15,1588,288,8
5/8/2020,14529,195,14451,194,78,1,16246,230910,247156,6575,4,241,-198,4004,389,10284,15,1573,280,6
5/7/2020,14334,392,14257,390,77,2,16001,224580,240581,10787,-2,237,81,4202,313,9895,27,1558,274,8
5/6/2020,13942,258,13867,258,75,0,15527,214267,229794,5945,13,239,-93,4121,338,9582,14,1531,266,3
5/5/2020,13684,189,13609,188,75,1,15205,208644,223849,7851,7,226,-141,4214,323,9244,27,1517,263,10
5/4/2020,13495,310,13421,306,74,4,14965,201033,215998,7076,9,219,-306,4355,607,8921,21,1490,253,6
5/3/2020,13185,370,13115,364,70,6,14599,194323,208922,9415,1,210,118,4661,251,8314,28,1469,247,9
5/2/2020,12815,238,12751,237,64,1,14150,185357,199507,7038,5,209,-99,4543,332,8063,18,1441,238,5
5/1/2020,12577,769,12514,764,63,5,13800,178669,192469,9536,5,204,469,4642,295,7731,20,1423,233,5
4/30/2020,11808,1002,11750,998,58,4,12997,169936,182933,5191,4,199,778,4173,220,7436,33,1403,228,5
4/29/2020,10806,568,10752,566,54,2,11954,165788,177742,10958,7,195,330,3395,231,7216,35,1370,223,5
4/28/2020,10238,274,10186,270,52,4,11297,155487,166784,6527,4,188,40,3065,230,6985,33,1335,218,6
4/27/2020,9964,297,9916,293,48,4,10993,149264,160257,5461,3,184,-14,3025,308,6755,38,1302,212,5
4/26/2020,9667,298,9623,297,44,1,10660,144136,154796,6697,3,181,139,3039,156,6447,18,1264,207,4
4/25/2020,9369,301,9326,296,43,5,10312,137787,148099,4558,10,178,131,2900,160,6291,24,1246,203,6
4/24/2020,9068,468,9030,459,38,9,9967,133574,143541,14207,-2,168,246,2769,224,6131,42,1222,197,5
4/23/2020,8600,452,8571,450,29,2,9427,119907,129334,5038,4,170,300,2523,148,5907,19,1180,192,10
4/22/2020,8148,499,8121,497,27,2,8947,115349,124296,9053,9,166,282,2223,208,5759,20,1161,182,3
4/21/2020,7649,288,7624,286,25,2,8391,106852,115243,6847,5,157,95,1941,188,5551,27,1141,179,5
4/20/2020,7361,250,7338,242,23,8,8061,100335,108396,6529,4,152,27,1846,219,5363,27,1114,174,4
4/19/2020,7111,277,7096,276,15,1,7796,94071,101867,5158,3,148,152,1819,122,5144,11,1087,170,3
4/18/2020,6834,173,6820,173,14,0,7474,89235,96709,5013,3,145,8,1667,162,5022,14,1076,167,2
4/17/2020,6661,320,6647,319,14,1,7239,84457,91696,3326,1,142,124,1659,195,4860,34,1062,165,3
4/16/2020,6341,290,6328,290,13,0,6872,81498,88370,4139,6,141,79,1535,205,4665,23,1028,162,6
4/15/2020,6051,263,6038,263,13,0,6522,77709,84231,3146,11,135,20,1456,232,4460,20,1005,156,6
4/14/2020,5788,182,5775,182,13,0,6214,74871,81085,1711,15,124,-49,1436,216,4228,29,985,150,10
4/13/2020,5606,216,5593,215,13,1,5995,73379,79374,4434,8,109,-10,1485,218,4012,39,956,140,8
4/12/2020,5390,225,5378,223,12,2,5727,69213,74940,5096,0,101,83,1495,142,3794,33,917,132,8
4/11/2020,5165,292,5155,292,10,0,5482,64362,69844,5010,3,101,27,1412,262,3652,43,884,124,7
4/10/2020,4873,195,4863,194,10,1,5112,59722,64834,2441,4,98,-29,1385,220,3390,24,841,117,2
4/9/2020,4678,279,4669,279,9,0,4918,57475,62393,3496,15,94,51,1414,213,3170,42,817,115,5
4/8/2020,4399,205,4390,205,9,0,4594,54303,58897,2813,7,79,-45,1363,243,2957,31,775,110,16
4/7/2020,4194,306,4185,306,9,0,4355,51729,56084,4851,7,72,59,1408,240,2714,43,744,94,7
4/6/2020,3888,228,3879,228,9,0,4032,47201,51233,3717,21,65,-71,1349,278,2474,47,701,87,7
4/5/2020,3660,312,3651,311,9,1,3775,43741,47516,3819,1,44,126,1420,185,2196,48,654,80,10
4/4/2020,3348,201,3340,201,8,0,3411,40286,43697,3475,6,43,-14,1294,209,2011,26,606,70,4
4/3/2020,3147,252,3139,251,8,1,3213,37009,40222,2640,5,37,3,1308,244,1802,43,580,66,16
4/2/2020,2895,270,2888,270,7,0,2941,34641,37582,3872,8,32,37,1305,225,1558,58,537,50,6
4/1/2020,2625,357,2618,357,7,0,2654,31056,33710,3767,1,24,134,1268,222,1333,59,479,44,8
3/31/2020,2268,287,2261,287,7,0,2267,27676,29943,2963,10,23,70,1134,207,1111,47,420,36,8
3/30/2020,1981,439,1974,439,7,0,1962,25018,26980,5045,6,13,227,1064,206,904,84,373,28,6
3/29/2020,1542,102,1535,102,7,0,1515,20420,21935,837,1,7,-47,837,148,698,36,289,22,6
3/28/2020,1440,196,1433,191,7,5,1414,19684,21098,2378,0,6,89,884,107,550,39,253,16,4
3/27/2020,1244,207,1242,207,2,0,1219,17501,18720,2803,3,6,96,795,108,443,42,214,12,2
3/26/2020,1037,168,1035,167,2,1,1007,14910,15917,2969,0,3,85,699,83,335,30,172,10,4
3/25/2020,869,157,868,157,1,0,830,12118,12948,2148,1,3,78,614,78,252,37,142,6,1
3/24/2020,712,85,711,85,1,0,683,10117,10800,1103,0,2,30,536,55,174,21,105,5,1
3/23/2020,627,122,626,122,1,0,607,9090,9697,1499,0,2,84,506,38,119,13,84,4,0
3/22/2020,505,133,504,132,1,1,490,7708,8198,1571,1,2,108,422,24,81,28,71,4,1
3/21/2020,372,151,372,151,0,0,398,6229,6627,2118,1,1,121,314,29,57,14,43,3,2
3/20/2020,221,162,221,162,0,0,252,4257,4509,1087,0,0,142,193,20,28,14,29,1,1
3/19/2020,59,30,59,30,0,0,183,3239,3422,832,0,0,22,51,8,8,9,15,0,0
3/18/2020,29,11,29,11,0,0,120,2470,2590,591,0,0,11,29,0,0,3,6,0,0
3/17/2020,18,4,18,4,0,0,86,1913,1999,1364,0,0,4,18,0,0,0,3,0,0
3/16/2020,14,4,14,4,0,0,29,606,635,162,0,0,4,14,0,0,2,3,0,0
3/15/2020,10,4,10,4,0,0,26,447,473,29,0,0,4,10,0,0,0,1,0,0
3/14/2020,6,5,6,5,0,0,25,419,444,353,0,0,5,6,0,0,1,1,0,0
3/13/2020,1,0,1,0,0,0,5,86,91,43,0,0,0,1,0,0,0,0,0,0
3/12/2020,1,1,1,1,0,0,5,43,48,46,0,0,1,1,0,0,0,0,0,0
3/11/2020,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3/10/2020,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3/9/2020,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3/7/2020,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3/6/2020,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
3/5/2020,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
